date,Fund_01,Fund_02,Fund_03,Fund_04,Fund_05,Fund_06,Fund_07,Fund_08,Fund_09,Fund_10
2022-09-30,-0.12720632988435787,-0.06303236797274281,-0.033746898263027236,-0.036450450834523584,-0.04784688995215314,-0.0769789397240378,-0.10155266470835078,-0.06022068449597906,-0.007696254489481857,-0.014051522248243575
2022-10-31,0.032775453277545274,0.03818181818181832,0.06831022085259386,-0.008517133818551903,-0.045226130653266305,0.003933910306845201,0.014479215319943783,-0.055456053067993394,-0.004653567735263597,-0.01680979353188372
2022-11-30,0.025658338960161897,-0.022767075306479923,0.03701923076923075,0.010531482886340315,0.05939849624060156,0.07288401253918497,0.12845303867403324,0.09600393286045361,0.006233766233766147,0.014681286006318572
2022-12-31,-0.07965766951942066,-0.04946236559139783,0.00046360686138147145,-0.07588871715610512,-0.011355571327182457,-0.010226442658875068,-0.03100775193798455,-0.005574778931180302,0.004646360351058254,0.013644688644688596
2023-01-31,0.1258941344778255,0.03770739064856721,-0.019462465245597693,-0.025732922371156097,0.034458004307250656,0.03616236162361619,0.08042105263157895,0.039306656356723924,0.00770811921891057,0.016442316379076782
2023-02-28,-0.008259212198221122,0.017078488372092915,-0.03402646502835538,-0.007577987051206603,-0.031228313671061825,-0.014957264957264904,-0.045596258768511366,-0.02876805753611511,-0.0010198878123406363,0.00044440494178288326
2023-03-31,0.06598334401024997,0.01066809574848171,0.03131115459882561,-0.0033113401042826895,0.003581661891117527,0.016630513376717282,0.017023274806043265,0.005106926268751977,0.007146503318019359,-0.0026652452025585083
2023-04-30,-0.035456730769230727,0.028424877865995457,0.028462998102466885,0.0264299704956239,0.005710206995003464,0.011379800853485111,-0.03495015437489213,0.0001270244522071362,0.003547896604155998,0.0024051309460180192
2023-05-31,0.11962616822429895,0.04682961705170019,-0.04381918819188191,0.03710234546728186,-0.02058197303051823,0.01476793248945163,0.034214774259040404,-0.02356004318282845,0.0010101010101009056,0.0015107082555763096
2023-06-30,0.06343906510851416,0.05213576708006218,0.03955619874577909,0.049027599860253845,0.020289855072463725,0.047817047817047875,0.03722625388192502,0.0019510926118626593,-0.0010090817356205317,0.0029281277728483435
2023-07-31,0.04290947148089996,0.01657153378751608,0.0009280742459396585,-0.005528419182948441,0.03196022727272729,0.020502645502645356,0.014283941328410377,0.0019472932623654238,0.005050505050504972,0.00044236043528256275
2023-08-31,-0.03261414952333164,0.008737056354934492,0.004636068613815603,-0.0014958362170970352,-0.019270474879559574,0.014257939079714843,-0.025741324921135678,-0.04133195128271583,0.002512562814070307,8.843296781035903e-05
2023-09-30,-0.06535269709543579,-0.030375701873183503,-0.038763267189663275,0.014220552723369861,-0.022456140350877174,0.0,-0.022716479652109656,-0.02486822543586964,0.0015037593984961184,0.0016800778141303763
2023-10-31,-0.034961154273029926,-0.017984708289914608,-0.045127220355256736,-0.017835097001763667,-0.06030150753768848,-0.049840255591054206,-0.05322784683038506,-0.028274428274428387,0.0030030030030030463,0.0009710451977400503
2023-11-30,0.1426106958021851,0.06304454828461292,0.03871292106586233,0.03331013894188706,0.01680672268907557,0.041694687289845156,0.06501775178048042,0.024033661389245564,0.006986027944111628,0.009171884645912565
2023-12-31,0.054856567689984814,0.028695215559878307,0.046950629235237074,0.05385033126968608,0.04658151765589791,0.0258231116849581,0.050844554901047,0.02876244863848476,0.005946481665014769,0.007515511666520869
2024-01-31,0.03625954198473269,0.06202669643979264,0.04022191400832176,0.020983633590303752,-0.026561378320172246,0.04971680302076775,0.029236862551877074,-0.03066612510154354,0.0034482758620690834,0.007285974499089187
2024-02-29,0.07550644567219167,0.05600979731124345,0.014666666666666606,0.0281232334652346,-0.018436578171091567,0.02577937649880102,0.02438144197025327,0.015084852294154683,0.0014727540500736325,0.002927753379833087
2024-03-31,0.007277397260273988,0.038721245084268,0.02277704774419642,5.891016200298971e-05,0.010518407212622094,0.04967855055523085,0.019677906391545097,0.011558307533539702,0.0034313725490195957,0.0018888984287799282
2024-04-30,-0.057373565660858494,-0.022018440694975827,-0.031691648822269936,0.05827835375431967,0.008921933085501932,-0.02616926503340755,-0.023990495462782202,0.0029245732163503124,0.0,0.0019710343645555906
2024-05-31,0.031109107303877392,0.020720935661712847,0.020344980097302123,0.007718569096036854,0.005158437730287568,0.006861063464836947,0.022752475175998654,0.0005425200054252066,0.005373717635564157,0.005217242559014679
2024-06-30,0.0835155225185833,0.051108888196322644,0.02644126571304728,0.0744770953012226,-0.005131964809384271,-0.007950028392958441,0.024503086724963596,0.022502372238037083,0.004373177842565745,0.0020420318216625155
2024-07-31,-0.03712671509281684,-0.037485862399602166,0.013091216216216228,0.0020220367736518696,0.0324244657332351,0.04693760732684593,-0.01744999758692245,-0.008285827919925715,0.0062893081761006275,0.00628343381166685
2024-08-31,0.01215423302598495,-0.00839680623251704,0.041684035014589504,-0.009508336896109415,0.01070663811563155,-0.042646254784035054,-0.006350342427304367,0.007285609250718528,0.005817307692307594,0.006412960931567069
2024-09-30,0.01739130434782621,0.00937983835812739,-0.0356142456982792,0.005006992524042131,0.03177966101694918,-0.008566533409480215,-0.0025528399019822956,0.02999336429993371,0.004445294201998129,0.007378217489729222
2024-10-31,-0.0016280016280015852,0.041737611008245246,-0.039004149377593444,-0.028603824150904567,-0.01868583162217663,-0.01733870967741935,0.0053559228435597905,-0.02126014688828759,0.0012848577139050743,0.0012484394506866447
2024-11-30,0.05584997961679572,0.0624139294853161,-0.0090673575129534,0.0287917374080362,0.023854362837413712,0.053989096664517344,-0.03514387121308149,-0.0019088994207477894,0.0020911553633382596,0.00191188694929334
2024-12-31,0.0,-0.0003184499114171624,-0.05751633986928106,-0.0013408512686514662,0.0023162340758908773,0.01757508342602887,-0.00011677851859148713,-0.000989250148387577,0.0019445103153901133,0.000995602754500835
2025-01-31,0.02393822393822398,0.030728989070547774,0.0744336569579287,-0.06377594932351016,0.006388907768639873,0.01923917796239616,0.027161476106879467,-0.01617375231053597,0.0023667518697338963,0.002486531288852234
2025-02-28,-0.05995475113122173,-0.05390170328163557,-0.004302925989672857,-0.0930335178069095,-0.001283176875802039,-0.003592878592878601,-0.020900178728151975,0.005837750788431961,0.005997355496788925,0.005043406366266989
2025-03-31,-0.10950661853188925,-0.06956751782838733,-0.03241140881590321,0.07573638224979207,0.028266161752772634,0.04962058016253157,-0.0355251840857046,0.0039359573048698415,0.0022062620288221257,0.003537347811780167
2025-04-30,0.03153153153153143,-0.014404426653875868,-0.027244305493523857,0.011985301045887242,-0.006444824411416583,-0.011639234989488823,-0.02040171281071035,-0.01362216758588608,0.00238875878220135,0.002623165833265162
2025-05-31,0.11310043668122272,0.05169165623518368,-0.038108356290174505,0.0010428111208358182,0.00575853852263708,0.04456318738327458,0.08421295229315517,0.004446240905416454,0.0036914162889585267,0.005150846210448812
2025-06-30,0.09650843468026671,0.03416189810585357,0.01193317422434359,0.012184459698271866,0.021454425797959864,0.02552768810528927,0.0579138678683786,0.008249496981891369,0.005493482309124831,0.0069952822515046975
2025-07-31,0.03076923076923066,0.03516690846270776,-0.006603773584905714,-0.028596633095640756,0.05766381032149992,0.019419826625986625,0.04846104128782924,0.01124193441096244,0.0033799425872764743,0.00888529886914391
2025-08-31,0.0006942034015966492,0.003767758150478695,0.02279202279202286,-0.028984410473740008,0.010173001949317806,0.06494061757719716,0.011431509955858177,0.00611761610314443,0.004706750957500727,0.00504403522818242
2025-09-30,0.05619146722164414,0.017087718285723197,0.0,-0.007150650767671962,0.00904540794789832,0.03528572065842894,0.057064179043204044,0.021771820856488988,0.0027097781656180153,0.004779733928144569
2025-10-31,0.045648604269293847,0.03917747169885444,0.03249767873723308,0.03139902270541839,0.027191776728620054,0.031756290934160436,0.025689284828713133,0.014333248016380917,0.0019695859289117212,0.0011892491873461974
2025-11-30,-0.051193467336683396,-0.00390634844628146,0.07868705035971213,-0.0062027893525126165,0.008145217593669818,0.004050950093965389,-0.011618559403489326,-0.007885440322987658,-9.142857142852012e-05,0.0011086474501109667
2025-12-31,-0.005627275736511117,-0.00425690719562799,-0.007919966652771948,-0.016905669047117544,0.01125346260387805,-0.0016637550952499636,0.008684479623741304,-0.0027341514592738037,0.0004571846568828253,-0.0005537098560354226
2026-01-31,-0.0016644474034620549,-0.0152434311801114,-0.004621848739495782,-0.07170678507439432,0.04588255435713062,0.06632780601616539,0.11381351376618509,0.013453200714103497,0.002330576246401428,0.0007123070834982315
2026-02-28,-0.02934311437145709,-0.012137957726793713,0.02321654706627263,0.004111945621616986,0.03033775304195996,0.11651168242556853,0.0515652664297237,0.01686064800251663,0.0026442965259414475,0.005298956026573709
2026-03-31,-0.05496392992098931,-0.06560592044403324,-0.0763201320132012,-0.1245873553131922,-0.028279404755600313,-0.12223544232922734,-0.08552670963622222,-0.07170698508940176,-0.0050018188432156,-0.006057745260010905
2026-04-30,0.16212286441294066,0.10559909057873096,0.00625279142474322,0.10389269433638049,0.03591476374734315,0.06494438464298513,0.14982161171361863,0.05891762196747541,0.003610273283977561,0.004353332277979849
